788,80,0.3380219617663755
745,329,1.832040225332201
189,299,-0.61772003610008186
914,241,1.192064160725371
107,295,0.7321362539246784
632,467,3.9737464748356692
990,364,1.1828602557996311
217,87,-0.36046154291094928
864,333,1.2841663575199171
935,104,-2.3177659762524461
271,246,-0.99545554674185222
345,436,-0.16331199802526475
838,428,-2.5890431965647371
21,307,5.5972491286337522
970,499,0.52895069841550268
556,446,2.51982029796241
530,421,1.0149478049447151
285,244,0.74510173592116646
259,406,-0.45918598471620209
466,37,-4.1289404996772356
728,174,-2.4171859073679434
855,130,-3.4479607431836827
231,329,-0.96885301475633701
467,161,0.72201652016828333
549,204,-2.3272319266608625
403,365,-2.1227644206971723
76,276,0.49783188416176211
694,125,1.2267554240792213
743,278,0.28526681114915187
314,227,1.1822971703130924
738,114,-4.1206948091237212
365,397,-2.7335284463345864
257,116,-0.86664033937503215
675,38,9.0547708706321544
861,420,-1.8065793790967533
823,467,4.687684909360045
508,387,-0.2703617231815697
180,242,0.068684784257707965
894,373,0.63273152872662897
39,133,-0.2142232699623598
165,93,-1.1328920663185476
605,415,0.37730494272239029
644,387,0.3341745188148722
936,361,1.3796695662930476
497,428,-2.312848312603164
277,345,4.3166757928712078
255,90,-2.1842291312583986
273,203,-6.1101889805675382
615,23,2.5347948184341558
66,189,-2.6387297467973485
851,333,0.72327732306011883
859,277,-0.8193681624802005
796,435,-2.1388409169841642
803,149,2.4969510726240411
219,198,-0.6386123504501664
67,90,-2.5527407340953161
265,157,3.5060113739775902
683,115,-1.8119392853408431
390,199,-1.2901875094371515
49,196,1.0774899946197645
413,445,-0.096565244643909615
415,55,-3.1131018477608787
890,234,3.0296524267223504
332,69,0.52641214993619878
442,158,-0.48148342440101216
420,229,2.7655071342575979
125,387,-0.76841059785340948
553,110,-1.01677062013716
875,132,5.3670059361424265
796,286,3.3081882500427402
276,106,-0.47185556863271522
12,26,-0.55233096513716184
396,19,2.0477108003656639
787,43,0.76803902652560152
562,452,-2.0688733923926916
999,383,-4.8508923360874086
204,56,2.2328504285656563
94,282,-0.59419647466257486
261,247,-1.001685081793805
697,46,-0.024410034980579698
921,460,-1.3114782585261535
287,21,0.43215106207362897
603,248,3.9817115715374443
780,354,2.2160097528406002
207,247,-0.73009516994869406
425,431,-0.040606667412140376
372,272,-0.3363647389424394
338,406,-3.0472683668040061
856,102,-3.6688395262260856
434,130,-3.4134028281160624
464,65,1.6021591881023971
937,223,0.46550661478311167
451,26,-0.98752522855230274
951,459,-0.47668969852347332
621,306,-0.37199423955122846
230,9,-2.6346487333810829
141,394,2.0191654334566378
5,101,-0.84661942217030128
641,241,-0.051196856441306116
635,9,-2.942694130933631
138,336,3.6886891219905862
298,478,-0.71750118015823905
57,409,-0.53548070279534699
381,335,1.9133616230033399
546,218,1.3022469537523493
583,378,1.7634676008593182
455,24,0.53792786259558845
393,186,2.6664796565463331
150,42,3.7202394798619682
130,369,0.84293344017976057
431,420,-1.2600402214736184
407,409,-1.792910435229184
887,358,-0.26329744839366609
563,337,5.6642105541009551
850,228,0.34585008935136036
488,451,-4.0857990763353751
229,394,1.4057468190806008
447,5,1.573175567927189
255,154,-2.0615061724531758
839,56,2.4509721582683337
173,151,2.8492546267562457
17,289,-0.92613334098305877
17,374,2.0906057103994073
424,170,-3.1916578360462475
911,224,0.10899713601056993
43,454,-0.71597946395015433
305,310,-3.6983786584413485
462,5,1.3285210031495398
281,77,-1.8594457582488269
113,364,0.52253817327958696
324,37,-2.112777298074727
249,54,-4.4683370152301123
581,342,1.1150803130571441
409,479,-1.3278675074315209
137,282,0.5382408038980091
854,150,0.24677065958915428
950,145,-2.4226216396698144
958,114,-3.5919918896317053
633,217,-2.4515957887430062
132,166,1.7301237168890906
800,490,-2.8649461303616746
864,119,-0.83334083461387998
566,258,1.2234648293817729
7,94,2.0458835480450954
505,356,-2.8233510853422357
413,147,-2.4832928213582122
462,31,3.9294304818421737
672,22,4.4826709478083941
619,219,-3.0183137798775292
390,426,0.79000771945433479
819,320,0.26517981383675315
44,208,-0.75139932610651405
229,30,-4.1202128714105815
71,93,-1.2788141511232176
178,46,1.0273007803899281
476,118,2.180008597934024
230,386,2.2989859697900896
814,159,0.24027736885849421
304,322,1.326956387468724
119,15,-1.5569640843348163
482,424,1.5959439383900735
323,112,2.888197773024328
77,62,-1.8537555364268499
